query,intent
Do I need to arrive early for a consultation? Ref GEN-01802,general_query
Can I move my appointment on July 27 to March 13? Ref RES-02797,reschedule
Can you schedule a 1 hour therapy session for October 14? Ref BOO-02013,booking
Can I move my appointment on February 10 to September 17? Ref RES-03997,reschedule
What's your cncllation policy for cleaning bokkings?,general_query
Where is your west end studio located exactly? Ref GEN-02939,general_query
"Before I confirm, what would hair styling cost for two people? #pri-2773",pricing
Any extra fee for pedicure in Newcastle? Ref inquiry 10884.,pricing
Do I need to arrive early for a nail appointment? Ref GEN-00893,general_query
I need to lock in facial on 28 June at this afternoon near Wollongong.,booking
What should I bring for my first massage? Ref GEN-02193,general_query
"do it, cncl out that appt.",cancellation
Could you reschedule my reservation at the city center location to 9:30 AM? Ref RES-01827,reschedule
Can I move my appointment on February 21 to October 14? Ref RES-01228,reschedule
Can you make a booking for me for massage asap? I'm in Perth CBD.,booking
cancel policy? #can-3019,general_query
"manicure booking for 15 July, tonight, Geelong. Ref #12794.",booking
Please remove booking ID 7782.,cancellation
Help me reserve a slot for a consultation next Tuesday morning. Ref BOO-01864,booking
How much for relaxation massage tonight?,pricing
How much for mobile beauty after work?,pricing
I need an appointment for hair styling on March 24 at 6:30 PM. Ref BOO-01751,booking
Before I #pri-1949,pricing
Book two people for chiropractic session on 20 June around Friday night in Wollongong.,booking
"I might book later, just need a quote for deep tissue massage first. #pri-469",pricing
Do I need to arrive early for a nail appointment? Ref GEN-03055,general_query
Do you have parking available at the downtown branch? Ref GEN-01851,general_query
Do I get charged if I cancel a facial appointment late? #can-2230,general_query
How much does a 2 hours massage cost? Ref PRI-00436,pricing
"I might book later, just need a quote for cleaning first. Ref inquiry 11440.",pricing
Do I need to arrive early for a nail appointment? Ref GEN-01944,general_query
Can you schedule a 1 hour massage for August 17? Ref BOO-00755,booking
I need to reschedule my hair styling from Thursday to Sunday. Ref RES-03776,reschedule
What should I bring for my first nail appointment? Ref GEN-02936,general_query
Do I need to arrive early for a hair styling? Ref GEN-02052,general_query
Is cancellation free for first-time users? #can-2574,general_query
I need to reschedule my facial from Monday to Sunday. Ref RES-02491,reschedule
Take me off the massage slot on 10 June lunchtime.,cancellation
What are your rates for chiropractic session on weekends? #pri-2784,pricing
Could you reschedule my reservation at the west end studio to 9:30 AM? Ref RES-00857,reschedule
Is cancellation free for first-time users? #can-880,general_query
Please cancel my booking for Sunday at 8:00 AM. Ref CAN-00270,cancellation
I need to cancel my hair styling appointment on November 12. Ref CAN-02555,cancellation
Can you cancel my scheduled massage at the north side office? Ref CAN-02152,cancellation
Do you charge extra for weekend consultation bookings? Ref PRI-01075,pricing
Where is your north side office located exactly? Ref GEN-02714,general_query
I need to cancel my hair styling appointment on May 23. Ref CAN-01781,cancellation
I need to arrange chiropractic session on 9 July at before 9am near Parramatta. Ref #10342.,booking
"If I call off tomorrow's booking, what happens to payment? #can-2736",general_query
Book two people for physio session on 1 June around tonight in Sydney CBD.,booking
I need to cancel my massage appointment on February 11. Ref CAN-01552,cancellation
"Before I confirm, what would mobile beauty cost for two people? #pri-2014",pricing
Do you charge extra for weekend therapy session bookings? Ref PRI-01000,pricing
Do I need to arrive early for a consultation? Ref GEN-02363,general_query
Where is your west end studio located exactly? Ref GEN-00826,general_query
Can you cancel my scheduled massage at the city center location? Ref CAN-01456,cancellation
"mate, delete my cleaning appointment for after work in Melbourne CBD.",cancellation
"yep lock it in, remove that appt.",cancellation
Are there package discounts for multiple nail appointment sessions? Ref PRI-01104,pricing
Can you share your pricing for a nail appointment on October 2? Ref PRI-00373,pricing
hair styling appt in Wollongong before 9am - void pls.,cancellation
prce? relaxation massage #pri-1866,pricing
How much does a 45 minutes massage cost? Ref PRI-00704,pricing
"I might book later, just need a quote for waxing first. #pri-1765",pricing
"I might book later, just need a quote for relaxation massage first. #pri-1928",pricing
Please help me reschedule my booking to 11:00 AM instead of 11:00 AM. Ref RES-02902,reschedule
cncl policy?,general_query
Where is your west end studio located exactly? Ref GEN-00298,general_query
What are your operating hours on Friday? Ref GEN-00020,general_query
I need to reschedule my therapy session from Monday to Friday. Ref RES-02139,reschedule
Kindly cancel my reservation for December 3 at 6:30 PM. Ref CAN-02034,cancellation
Can I get pricing for carpet cleaning at home in Brisbane City?,pricing
Do I need to arrive early for a hair styling? Ref GEN-01298,general_query
Book two people for end of lease cleaning on 15 July around around 7:30pm in Perth CBD.,booking
Could you reschedule my reservation at the north side office to 11:00 AM? Ref RES-03815,reschedule
I need to cancel out the session on 5 June at this afternoon.,cancellation
"Tomorrow evening booking for waxing at Melbourne CBD, can this be done? Ref #12387.",booking
I want to change my consultation appointment to next Friday. Ref RES-00390,reschedule
Can I move my appointment on October 27 to December 22? Ref RES-01819,reschedule
Can you clarify your refund and cancellation rules? #can-2259,general_query
What should I bring for my first massage? Ref GEN-01655,general_query
Please help me reschedule my booking to 5:00 PM instead of 6:30 PM. Ref RES-00158,reschedule
lock in a waxing for Saturday morning in Melbourne CBD?,booking
"hey, organize a relaxation massage for after work in Brisbane City?",booking
Where is your city center location located exactly? Ref GEN-01849,general_query
Please help me reschedule my booking to 1:00 PM instead of 6:30 PM. Ref RES-02808,reschedule
Where is your west end studio located exactly? Ref GEN-00735,general_query
What are your operating hours on Wednesday? Ref GEN-01314,general_query
I need to schedule waxing on 18 May at after work near Wollongong.,booking
I need to cancel my facial appointment on July 12. Ref CAN-00851,cancellation
Help me reserve a slot for a consultation next Thursday morning. Ref BOO-01409,booking
Can we move my end,booking
Could you reschedule my reservation at the north side office to 3:30 PM? Ref RES-01637,reschedule
I need to reschedule my therapy session from Friday to Sunday. Ref RES-01384,reschedule
I want to book a nail appointment on Tuesday at 6:30 PM. Ref BOO-01092,booking
I want to book a hair styling on Friday at 9:30 AM. Ref BOO-02179,booking
Can you clarify your refund and cancellation rules? #can-68,general_query
What are your operating hours on Wednesday? Ref GEN-03006,general_query
"remedial massage booking for 14 June, tonight, Gold Coast. Ref #13185.",booking
"remedial massage booking for 10 June, tomorrow morning, Fortitude Valley.",booking
Any extra fee for cleaning in Parramatta?,pricing
Do you have parking available at the downtown branch? Ref GEN-01810,general_query
Please help me reschedule my booking to 11:00 AM instead of 6:30 PM. Ref RES-02773,reschedule
"I might book later, just need a quote for deep tissue massage first. #pri-831",pricing
Can we move my relaxation massage appointment to before 9am at Newcastle?,reschedule
price? massage #pri-235,pricing
Can you share your pricing for a facial on July 3? Ref PRI-00258,pricing
I need to book waxing on 22 May at lunchtime near Adelaide CBD.,booking
I want to change my massage appointment to next Thursday. Ref RES-02515,reschedule
I need to cancel my hair styling appointment on August 7. Ref CAN-02183,cancellation
Need a therapist at home in Brisbane City for carpet cleaning next Monday.,booking
Kindly cancel my reservation for January 12 at 3:30 PM. Ref CAN-02634,cancellation
Can I get pricing for mobile beauty at home in Perth CBD?,pricing
How much does a 45 minutes nail appointment cost? Ref PRI-00632,pricing
"do it, call off that appointment.",cancellation
I need to set up end of lease cleaning on 9 July at Friday night near Sydney CBD. Ref #11815.,booking
Can you reserve me for manicure next Tuesday afternoon? I'm in Canberra City. Ref #12586.,booking
Please help me reschedule my booking to 11:00 AM instead of 8:00 AM. Ref RES-01911,reschedule
yes for the relaxation massage,booking
What are your operating hours on Tuesday? Ref GEN-00311,general_query
Can I move my appointment on January 21 to July 27? Ref RES-01033,reschedule
Before I confirm #pri-1607,pricing
"I might book later, just need a quote for pedicure first. #pri-2932",pricing
Can I move my appointment on May 27 to February 3? Ref RES-03014,reschedule
What are your operating hours on Sunday? Ref GEN-00029,general_query
I need to reschedule my nail appointment from Thursday to Thursday. Ref RES-01942,reschedule
Please cancel my booking for Sunday at 11:00 AM. Ref CAN-01674,cancellation
"I want to reschedule instead of cancel, but if not possible cancel out it. #can-2566",reschedule
Can you schedule a 1 hour facial for March 5? Ref BOO-00310,booking
Kindly cancel my reservation for August 4 at 9:30 AM. Ref CAN-00761,cancellation
I might book later #pri-1543,pricing
I want to change my hair styling appointment to next Saturday. Ref RES-00810,reschedule
"massage booking for 9 July, Saturday morning, Fortitude Valley. Ref #10626.",booking
What should I bring for my first hair styling? Ref GEN-02528,general_query
Where is your downtown branch located exactly? Ref GEN-03056,general_query
Do I get charged if I cancel a spring cleaning appointment late? #can-1934,general_query
Can I move my appointment on September 3 to February 1? Ref RES-03947,reschedule
What is the price for facial at the downtown branch? Ref PRI-00778,pricing
