Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST04968,15,181.76,Spa,The final result looked polished and professional. The team made me feel genuinely welcome. I waited a little longer than expected. Visit reference 4968.,2026-01-30
CUST04969,26,247.30,Massage,The space looked reasonably maintained. Service quality was acceptable. The result was fine for a routine visit. Visit reference 4969.,2025-11-08
CUST04970,4,152.12,Makeup,Check-in was quick and smooth. The team was professional but distant. The facility was spotless and comfortable. The appointment went fairly well. The result was fine for a routine visit. Visit reference 4970.,2025-11-24
CUST04971,7,130.74,Nail Care,"The result was fine for a routine visit. The price was acceptable, though not a bargain. It was an okay appointment. I waited a little longer than expected. The space looked reasonably maintained. Visit reference 4971.",2025-08-07
CUST04972,7,96.03,Makeup,It was an okay appointment. Service quality was acceptable but not outstanding. There was a moderate delay before the service began. Cost was in line with what I expected. Visit reference 4972.,2025-07-27
CUST04973,7,160.99,Makeup,Everyone was courteous and patient. Great attention to detail throughout the session. I found the value for money reasonable. I had a fantastic experience today. The treatment rooms were very clean. Visit reference 4973.,2026-02-24
CUST04974,9,73.42,Nail Care,The staff did not handle feedback well. I am very unhappy with this appointment. The final result did not match what I requested. The waiting time was too long. Visit reference 4974.,2025-03-16
CUST04975,7,94.59,Haircut,I noticed avoidable mistakes in the service. The final bill felt overpriced. I waited far beyond my appointment time. The interaction felt rushed and impersonal. The service quality was far below acceptable. Cleanliness standards need improvement. Visit reference 4975.,2025-07-15
CUST04976,9,39.14,Facial,The visit was deeply disappointing. The final result did not match what I requested. Some areas did not look properly maintained. Visit reference 4976.,2025-04-01
CUST04977,5,45.66,Nail Care,"The staff handled requests adequately. The price was acceptable, though not a bargain. The environment was mostly tidy. Visit reference 4977.",2025-07-24
CUST04978,9,105.73,Facial,"The environment was mostly tidy. Service quality was acceptable but not outstanding. Staff behavior was polite but somewhat rushed. Nothing remarkable, just standard service. There was a moderate delay before the service began. Pricing was standard compared to similar places. Visit reference 4978.",2025-10-14
CUST04979,2,101.45,Nail Care,The visit was average. The staff handled requests adequately. The space looked reasonably maintained. I waited a little longer than expected. Cost was in line with what I expected. Visit reference 4979.,2025-08-26
CUST04980,16,108.96,Spa,"The staff seemed distracted and uncoordinated. The space looked reasonably maintained. I expected better organization and communication. The price was acceptable, though not a bargain. Visit reference 4980.",2025-07-08
CUST04981,8,280.54,Hair Coloring,Pricing felt fair for the quality provided. The staff were attentive and professional. One of the best appointments I have had. Hygiene standards appeared excellent. Visit reference 4981.,2025-12-10
CUST04982,2,88.78,,The team made me feel genuinely welcome. My stylist listened carefully to my preferences. Visit reference 4982.,2026-01-05
CUST04983,23,206.15,Haircut,"The cost matched the overall experience. There was a moderate delay before the service began. Hygiene standards appeared excellent. Overall, a good visit. The staff handled requests adequately. Visit reference 4983.",2025-12-21
CUST04984,20,226.65,Hair Coloring,I was seated almost immediately. The final result looked polished and professional. The space looked reasonably maintained. My stylist listened carefully to my preferences. A pleasant experience with minor issues. Visit reference 4984.,2026-03-09
CUST04985,7,92.03,Nail Care,I noticed avoidable mistakes in the service. The visit was deeply disappointing. I had trouble getting clear answers from the team. I do not think the service justified the cost. Cleanliness standards need improvement. The delay was excessive and poorly communicated. Visit reference 4985.,2025-05-26
CUST04986,15,142.85,Facial,"Overall, a good visit. Everyone was courteous and patient. The facility was spotless and comfortable. The service quality was excellent. The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. Visit reference 4986.",2026-02-07
CUST04987,23,241.10,Hair Coloring,"The outcome was decent with room for improvement. The schedule slipped by about fifteen minutes. Cleanliness was acceptable overall. Nothing remarkable, just standard service. The price was acceptable, though not a bargain. Staff behavior was polite but somewhat rushed. Visit reference 4987.",2025-10-17
CUST04988,8,107.18,Massage,,2025-10-17
CUST04989,8,66.17,Massage,,2025-11-25
CUST04990,8,,Haircut,"The price was acceptable, though not a bargain. The visit was average. Cleanliness was acceptable overall. Communication was clear, though not very warm. The outcome was decent with room for improvement. The schedule slipped by about fifteen minutes. Visit reference 4990.",2025-08-22
CUST04991,7,73.95,Facial,I had trouble getting clear answers from the team. The environment did not feel as clean as expected. Visit reference 4991.,2025-04-05
CUST04992,5,76.64,Nail Care,"There was a moderate delay before the service began. Nothing remarkable, just standard service. The team was professional but distant. The result was fine for a routine visit. Pricing was standard compared to similar places. The space looked reasonably maintained. Visit reference 4992.",2025-08-07
CUST04993,9,172.50,Spa,I left satisfied with the result. Cleanliness was acceptable overall. Visit reference 4993.,2025-12-02
CUST04994,27,273.08,Spa,Pricing felt fair for the quality provided. Check-in was quick and smooth. Visit reference 4994.,2026-02-26
CUST04995,20,155.73,Spa,The therapist explained each step clearly. Cleanliness was acceptable overall. The cost matched the overall experience. Service quality was acceptable but not outstanding. I was seated almost immediately. Visit reference 4995.,2025-11-30
CUST04996,3,144.91,Facial,Great attention to detail throughout the session. There was a moderate delay before the service began. The cost matched the overall experience. The team made me feel genuinely welcome. Visit reference 4996.,2026-01-13
CUST04997,9,158.21,Nail Care,Hygiene standards appeared excellent. I waited a little longer than expected. The final result looked polished and professional. Visit reference 4997.,2026-02-02
CUST04998,8,105.34,Makeup,The space looked reasonably maintained. Cost was in line with what I expected. Visit reference 4998.,2025-05-24
CUST04999,30,313.82,Nail Care,Check-in was quick and smooth. The facility was spotless and comfortable. My stylist listened carefully to my preferences. Pricing was standard compared to similar places. The appointment went fairly well. Visit reference 4999.,2026-01-27
CUST05000,12,160.26,Facial,The result was fine for a routine visit. The staff handled requests adequately. There was a moderate delay before the service began. Visit reference 5000.,2025-09-26
